ItemID,LocationID,ReportingPeriodID,ScenarioID,MonthID,Date,Sum_GrossMarginAmount,Sum_Regular_Sales_Dollars,Sum_Regular_Sales_Units
18180,8,20140201,1,1,2014-02-01 00:00:00,3.74,4.99,1
18180,26,20140701,1,1,2014-07-01 00:00:00,-9.9,8.85,15
18180,31,20140501,1,1,2014-05-01 00:00:00,1.75,0,0
18180,32,20140701,1,1,2014-07-01 00:00:00,-2.38,13.87,13
18180,33,20140801,1,1,2014-08-01 00:00:00,2.74,3.99,1
18181,26,20140801,1,1,2014-08-01 00:00:00,6.24,9.99,1
18181,501,20140501,1,1,2014-05-01 00:00:00,6.24,9.99,1
18183,4,20140301,1,1,2014-03-01 00:00:00,-1.02,3.98,2
18183,5,20140201,1,1,2014-02-01 00:00:00,5.96,15.96,4
18183,7,20140401,1,1,2014-04-01 00:00:00,-3.03,5.97,3
18183,8,20140201,1,1,2014-02-01 00:00:00,-0.5,0,0
18183,14,20140501,1,1,2014-05-01 00:00:00,1.49,3.99,1
18183,20,20140501,1,1,2014-05-01 00:00:00,-6.72,3.78,4
18183,20,20140701,1,1,2014-07-01 00:00:00,1.49,3.99,1
18183,21,20140801,1,1,2014-08-01 00:00:00,-18.52,6.48,10
18183,23,20140501,1,1,2014-05-01 00:00:00,3.99,7.99,1
18183,23,20140701,1,1,2014-07-01 00:00:00,-1,0.5,1
18183,24,20140501,1,1,2014-05-01 00:00:00,-1.51,0.99,1
18183,25,20140501,1,1,2014-05-01 00:00:00,-21.49,11.01,13
18183,26,20140701,1,1,2014-07-01 00:00:00,6.97,13.97,3
18183,27,20140301,1,1,2014-03-01 00:00:00,-2.04,7.96,4
18183,28,20140501,1,1,2014-05-01 00:00:00,1.23,8.73,3
18183,31,20140201,1,1,2014-02-01 00:00:00,-0.5,0,0
18183,31,20140501,1,1,2014-05-01 00:00:00,1.99,1.99,1
18183,33,20140301,1,1,2014-03-01 00:00:00,2.49,4.99,1
18183,34,20140201,1,1,2014-02-01 00:00:00,1.49,3.99,1
18183,37,20140201,1,1,2014-02-01 00:00:00,4.47,11.97,3
18183,40,20140201,1,1,2014-02-01 00:00:00,1.47,8.97,3
18183,511,20140701,1,1,2014-07-01 00:00:00,-6.52,8.48,3
18183,536,20140501,1,1,2014-05-01 00:00:00,2.49,4.99,1
18183,551,20140201,1,1,2014-02-01 00:00:00,0.5,0,0
18183,560,20140501,1,1,2014-05-01 00:00:00,2.99,7.99,2
18183,568,20140501,1,1,2014-05-01 00:00:00,-0.51,1.99,1
18183,580,20140201,1,1,2014-02-01 00:00:00,-0.5,0,0
18184,6,20140501,1,1,2014-05-01 00:00:00,14.99,24.99,1
18184,32,20140301,1,1,2014-03-01 00:00:00,2.99,12.99,1
18184,511,20140501,1,1,2014-05-01 00:00:00,2.99,12.99,1
18185,3,20140201,1,1,2014-02-01 00:00:00,1.74,2.99,1
18185,6,20140201,1,1,2014-02-01 00:00:00,-0.5,0,0
18185,18,20140701,1,1,2014-07-01 00:00:00,-0.25,0,0
18185,19,20140101,1,1,2014-01-01 00:00:00,16.51,56.51,32
18185,19,20140501,1,1,2014-05-01 00:00:00,3.74,4.99,1
18185,21,20140701,1,1,2014-07-01 00:00:00,2.75,0,0
18185,23,20140501,1,1,2014-05-01 00:00:00,2.98,6.98,3
18185,25,20140101,1,1,2014-01-01 00:00:00,1.5,0,0
18185,25,20140501,1,1,2014-05-01 00:00:00,2.48,4.98,2
18185,26,20140501,1,1,2014-05-01 00:00:00,-0.26,0.99,1
18185,27,20140701,1,1,2014-07-01 00:00:00,2.75,0,0
18185,28,20140301,1,1,2014-03-01 00:00:00,2.74,3.99,1
18185,32,20140201,1,1,2014-02-01 00:00:00,2.24,3.49,1
18185,37,20140501,1,1,2014-05-01 00:00:00,4.96,9.96,4
18187,537,20140301,1,1,2014-03-01 00:00:00,29.99,49.99,1
18188,2,20140401,1,1,2014-04-01 00:00:00,4.59,29.99,1
18189,5,20140101,1,1,2014-01-01 00:00:00,1.25,0,0
18189,8,20140501,1,1,2014-05-01 00:00:00,6.24,9.99,1
18189,9,20140801,1,1,2014-08-01 00:00:00,4.24,7.99,1
18189,19,20140501,1,1,2014-05-01 00:00:00,2.24,5.99,1
18189,31,20140101,1,1,2014-01-01 00:00:00,1.25,0,0
18189,35,20140801,1,1,2014-08-01 00:00:00,8.48,15.98,2
18189,38,20140801,1,1,2014-08-01 00:00:00,2.24,5.99,1
18189,40,20140501,1,1,2014-05-01 00:00:00,2.24,5.99,1
18189,41,20140801,1,1,2014-08-01 00:00:00,4.24,7.99,1
18189,506,20140501,1,1,2014-05-01 00:00:00,3.24,6.99,1
18189,526,20140501,1,1,2014-05-01 00:00:00,2.24,5.99,1
18189,536,20140501,1,1,2014-05-01 00:00:00,-3.25,0,0
18189,554,20140501,1,1,2014-05-01 00:00:00,1.25,0,0
18191,23,20140501,1,1,2014-05-01 00:00:00,4.24,12.99,1
18191,25,20140501,1,1,2014-05-01 00:00:00,8.24,16.99,1
18191,26,20140201,1,1,2014-02-01 00:00:00,1.25,0,0
18191,38,20140501,1,1,2014-05-01 00:00:00,32.96,67.96,4
18191,501,20140301,1,1,2014-03-01 00:00:00,4.24,12.99,1
18192,2,20140101,1,1,2014-01-01 00:00:00,0.75,0,0
18192,3,20140801,1,1,2014-08-01 00:00:00,-0.81,0.44,1
18192,5,20140501,1,1,2014-05-01 00:00:00,-0.46,0.79,1
18192,6,20140801,1,1,2014-08-01 00:00:00,-0.56,0.69,1
18192,8,20140501,1,1,2014-05-01 00:00:00,-0.37,0.88,1
18192,14,20140801,1,1,2014-08-01 00:00:00,2.74,3.99,1
18192,19,20140501,1,1,2014-05-01 00:00:00,-0.5,0,0
18192,20,20140701,1,1,2014-07-01 00:00:00,4.74,5.99,1
18192,25,20140101,1,1,2014-01-01 00:00:00,0.12,3.87,3
18192,25,20140201,1,1,2014-02-01 00:00:00,-2.25,1.5,3
18192,28,20140101,1,1,2014-01-01 00:00:00,1.75,0,0
18192,31,20140201,1,1,2014-02-01 00:00:00,-13,8.25,17
18192,35,20140801,1,1,2014-08-01 00:00:00,9.23,9.98,2
18192,37,20140501,1,1,2014-05-01 00:00:00,-0.46,0.79,1
18192,40,20140501,1,1,2014-05-01 00:00:00,-0.81,0.44,1
18192,41,20140801,1,1,2014-08-01 00:00:00,-0.26,0.99,1
18192,510,20140101,1,1,2014-01-01 00:00:00,-0.25,0,0
18192,526,20140101,1,1,2014-01-01 00:00:00,1.74,2.99,1
18192,541,20140501,1,1,2014-05-01 00:00:00,1.24,2.49,1
18192,543,20140801,1,1,2014-08-01 00:00:00,-0.46,0.79,1
18192,556,20140501,1,1,2014-05-01 00:00:00,7.48,9.98,2
18192,560,20140701,1,1,2014-07-01 00:00:00,-0.26,0.99,1
18192,571,20140201,1,1,2014-02-01 00:00:00,-0.46,0.79,1
18192,583,20140701,1,1,2014-07-01 00:00:00,3.74,4.99,1
18192,583,20140801,1,1,2014-08-01 00:00:00,7.48,9.98,2
18193,5,20140801,1,1,2014-08-01 00:00:00,1.04,4.79,1
18193,8,20140101,1,1,2014-01-01 00:00:00,1.25,0,0
18193,8,20140801,1,1,2014-08-01 00:00:00,6.96,21.96,4
18193,13,20140801,1,1,2014-08-01 00:00:00,2.24,5.99,1
18193,28,20140601,1,1,2014-06-01 00:00:00,3.24,6.99,1
18193,34,20140801,1,1,2014-08-01 00:00:00,2.24,5.99,1
18193,37,20140801,1,1,2014-08-01 00:00:00,4.24,7.99,1
18193,39,20140801,1,1,2014-08-01 00:00:00,2.24,5.99,1
18193,510,20140601,1,1,2014-06-01 00:00:00,4.48,11.98,2
18193,542,20140801,1,1,2014-08-01 00:00:00,2.24,5.99,1
18194,26,20140201,1,1,2014-02-01 00:00:00,5.3,0,0
18195,3,20140801,1,1,2014-08-01 00:00:00,0.54,1.79,1
18195,5,20140801,1,1,2014-08-01 00:00:00,1.48,3.98,2
18195,8,20140501,1,1,2014-05-01 00:00:00,2.74,8.99,5
18195,8,20140801,1,1,2014-08-01 00:00:00,-0.76,0.49,1
18195,13,20140501,1,1,2014-05-01 00:00:00,-3.12,11.88,12
18195,18,20140301,1,1,2014-03-01 00:00:00,3.48,5.98,2
18195,32,20140801,1,1,2014-08-01 00:00:00,-0.26,0.99,1
18195,38,20140801,1,1,2014-08-01 00:00:00,6.22,9.97,3
18196,4,20140501,1,1,2014-05-01 00:00:00,2.74,3.99,1
18196,5,20140801,1,1,2014-08-01 00:00:00,-0.76,0.49,1
18196,10,20140501,1,1,2014-05-01 00:00:00,1.74,2.99,1
18196,13,20140701,1,1,2014-07-01 00:00:00,0.74,1.99,1
18196,13,20140801,1,1,2014-08-01 00:00:00,-0.04,4.96,4
18196,18,20140201,1,1,2014-02-01 00:00:00,-49,12.25,49
18196,19,20140601,1,1,2014-06-01 00:00:00,1.24,2.49,1
18196,28,20140801,1,1,2014-08-01 00:00:00,-0.78,2.97,3
18196,36,20140801,1,1,2014-08-01 00:00:00,3.48,5.98,2
18196,39,20140701,1,1,2014-07-01 00:00:00,4.49,4.99,1
18196,39,20140801,1,1,2014-08-01 00:00:00,3.74,4.99,1
18196,504,20140601,1,1,2014-06-01 00:00:00,1.74,2.99,1
18196,510,20140801,1,1,2014-08-01 00:00:00,0.74,1.99,1
18197,3,20140501,1,1,2014-05-01 00:00:00,13.48,15.98,2
18197,9,20140701,1,1,2014-07-01 00:00:00,1,-1.5,-1
18197,9,20140801,1,1,2014-08-01 00:00:00,5.49,7.99,1
18197,15,20140601,1,1,2014-06-01 00:00:00,0.5,0,0
18197,19,20140301,1,1,2014-03-01 00:00:00,6.47,13.97,3
18197,19,20140401,1,1,2014-04-01 00:00:00,4.49,6.99,1
18197,20,20140101,1,1,2014-01-01 00:00:00,15.98,20.98,3
18197,23,20140201,1,1,2014-02-01 00:00:00,2.5,0,0
18197,26,20140201,1,1,2014-02-01 00:00:00,5.49,7.99,1
18197,26,20140501,1,1,2014-05-01 00:00:00,4.49,6.99,1
18197,32,20140501,1,1,2014-05-01 00:00:00,-4.53,2.97,3
18197,33,20140801,1,1,2014-08-01 00:00:00,0.5,0,0
18197,35,20140501,1,1,2014-05-01 00:00:00,2.99,8.99,3
18197,35,20140801,1,1,2014-08-01 00:00:00,48.43,65.93,7
18197,36,20140801,1,1,2014-08-01 00:00:00,14.47,21.97,3
18197,38,20140701,1,1,2014-07-01 00:00:00,17.48,24.98,3
18197,38,20140801,1,1,2014-08-01 00:00:00,2.5,0,0
18197,41,20140701,1,1,2014-07-01 00:00:00,-0.01,2.49,1
18197,41,20140801,1,1,2014-08-01 00:00:00,-0.51,1.99,1
18197,501,20140301,1,1,2014-03-01 00:00:00,17.45,29.95,5
18197,547,20140701,1,1,2014-07-01 00:00:00,5,0,0
18197,556,20140501,1,1,2014-05-01 00:00:00,7.49,9.99,1
18197,566,20140501,1,1,2014-05-01 00:00:00,5.49,7.99,1
18197,570,20140801,1,1,2014-08-01 00:00:00,5.49,7.99,1
18200,3,20140801,1,1,2014-08-01 00:00:00,4.24,12.99,1
18200,34,20140301,1,1,2014-03-01 00:00:00,-6.24,-14.99,-1
18200,35,20140801,1,1,2014-08-01 00:00:00,-11.24,-19.99,-1
18200,37,20140301,1,1,2014-03-01 00:00:00,8.48,25.98,2
18200,37,20140501,1,1,2014-05-01 00:00:00,8.48,25.98,2
18200,38,20140801,1,1,2014-08-01 00:00:00,4.24,12.99,1
18200,39,20140301,1,1,2014-03-01 00:00:00,9.16,44.16,4
18200,556,20140301,1,1,2014-03-01 00:00:00,4.24,12.99,1
18201,32,20140701,1,1,2014-07-01 00:00:00,20.69,39.99,1
18201,38,20140501,1,1,2014-05-01 00:00:00,10.69,29.99,1
18202,3,20140301,1,1,2014-03-01 00:00:00,4.73,5.48,2
18202,4,20140801,1,1,2014-08-01 00:00:00,-0.26,0.99,1
18202,5,20140301,1,1,2014-03-01 00:00:00,-1.82,6.93,7
18202,11,20140301,1,1,2014-03-01 00:00:00,2.74,3.99,1
18202,11,20140501,1,1,2014-05-01 00:00:00,0.48,2.98,2
18202,15,20140501,1,1,2014-05-01 00:00:00,1.48,3.98,2
18202,18,20140201,1,1,2014-02-01 00:00:00,-0.01,2.49,2
18202,19,20140601,1,1,2014-06-01 00:00:00,-0.34,10.91,9
18202,24,20140101,1,1,2014-01-01 00:00:00,-0.78,2.97,3
18202,25,20140701,1,1,2014-07-01 00:00:00,1.24,0.99,1
18202,25,20140801,1,1,2014-08-01 00:00:00,-0.52,1.98,2
18202,28,20140701,1,1,2014-07-01 00:00:00,-0.77,2.98,3
18202,28,20140801,1,1,2014-08-01 00:00:00,-0.52,1.98,2
18202,31,20140701,1,1,2014-07-01 00:00:00,1.5,0,0
18202,31,20140801,1,1,2014-08-01 00:00:00,0.22,3.97,3
18202,35,20140301,1,1,2014-03-01 00:00:00,2.74,3.99,1
18202,35,20140501,1,1,2014-05-01 00:00:00,0.74,1.99,1
18202,36,20140801,1,1,2014-08-01 00:00:00,2.96,7.96,4
18202,37,20140301,1,1,2014-03-01 00:00:00,13.01,21.76,7
18202,37,20140501,1,1,2014-05-01 00:00:00,-0.75,0.5,1
18202,38,20140301,1,1,2014-03-01 00:00:00,-0.26,0.99,1
18202,530,20140601,1,1,2014-06-01 00:00:00,5.48,7.98,2
18204,18,20140501,1,1,2014-05-01 00:00:00,12.5,0,0
18204,37,20140601,1,1,2014-06-01 00:00:00,12.5,0,0
18204,40,20140401,1,1,2014-04-01 00:00:00,12.49,29.99,1
18205,11,20140301,1,1,2014-03-01 00:00:00,-2.24,-5.99,-1
18205,33,20140801,1,1,2014-08-01 00:00:00,4.24,7.99,1
18205,39,20140601,1,1,2014-06-01 00:00:00,6.24,9.99,1
18205,40,20140301,1,1,2014-03-01 00:00:00,2.24,5.99,1
18205,548,20140601,1,1,2014-06-01 00:00:00,6.24,9.99,1
18205,568,20140701,1,1,2014-07-01 00:00:00,7.49,14.99,2
18206,2,20140501,1,1,2014-05-01 00:00:00,-23.75,0,0
18206,3,20140801,1,1,2014-08-01 00:00:00,2.74,3.99,1
18206,4,20140501,1,1,2014-05-01 00:00:00,1.75,0,0
18206,5,20140501,1,1,2014-05-01 00:00:00,3.48,5.98,2
18206,10,20140501,1,1,2014-05-01 00:00:00,0.24,1.49,1
18206,11,20140101,1,1,2014-01-01 00:00:00,2.74,3.99,1
18206,11,20140201,1,1,2014-02-01 00:00:00,1.74,2.99,1
18206,28,20140301,1,1,2014-03-01 00:00:00,-0.76,0.49,1
18206,31,20140501,1,1,2014-05-01 00:00:00,2.99,12.99,8
18206,32,20140401,1,1,2014-04-01 00:00:00,-0.7,0.55,1
18206,33,20140301,1,1,2014-03-01 00:00:00,0.75,0,0
18206,33,20140501,1,1,2014-05-01 00:00:00,-1.1,2.65,3
18206,34,20140501,1,1,2014-05-01 00:00:00,-0.37,0.88,1
18206,35,20140401,1,1,2014-04-01 00:00:00,-2,0.5,2
18206,37,20140501,1,1,2014-05-01 00:00:00,5.98,10.98,4
18206,38,20140401,1,1,2014-04-01 00:00:00,0.3,0.8,1
18206,39,20140601,1,1,2014-06-01 00:00:00,2.15,3.4,1
18206,546,20140801,1,1,2014-08-01 00:00:00,4.48,6.98,2
18207,2,20140401,1,1,2014-04-01 00:00:00,17.5,0,0
18209,3,20140601,1,1,2014-06-01 00:00:00,2.24,5.99,1
18209,20,20140201,1,1,2014-02-01 00:00:00,3.25,0,0
18209,26,20140201,1,1,2014-02-01 00:00:00,2.24,5.99,1
18209,33,20140601,1,1,2014-06-01 00:00:00,0,0,0
18209,37,20140201,1,1,2014-02-01 00:00:00,4.24,7.99,1
18209,37,20140501,1,1,2014-05-01 00:00:00,-0.75,0,0
18209,40,20140101,1,1,2014-01-01 00:00:00,4.5,0,0
18209,40,20140501,1,1,2014-05-01 00:00:00,2.25,0,0
18209,511,20140801,1,1,2014-08-01 00:00:00,6.24,9.99,1
18209,547,20140601,1,1,2014-06-01 00:00:00,3.25,0,0
18211,2,20140301,1,1,2014-03-01 00:00:00,0.24,3.99,1
18211,4,20140601,1,1,2014-06-01 00:00:00,-1.75,0,0
18211,5,20140601,1,1,2014-06-01 00:00:00,0.24,3.99,1
18211,8,20140501,1,1,2014-05-01 00:00:00,-6.28,4.97,3
18211,9,20140101,1,1,2014-01-01 00:00:00,-3.25,0.5,1
18211,11,20140401,1,1,2014-04-01 00:00:00,-1.52,5.98,2
18211,19,20140701,1,1,2014-07-01 00:00:00,-6.52,0.98,2
18211,20,20140301,1,1,2014-03-01 00:00:00,-0.75,0,0
18211,22,20140701,1,1,2014-07-01 00:00:00,0.24,3.99,1
18211,33,20140401,1,1,2014-04-01 00:00:00,1.24,4.99,1
18211,37,20140501,1,1,2014-05-01 00:00:00,-3.25,0.5,1
18211,37,20140601,1,1,2014-06-01 00:00:00,-6.5,1,2
18211,38,20140101,1,1,2014-01-01 00:00:00,0.24,3.99,1
18211,39,20140601,1,1,2014-06-01 00:00:00,-1.75,0,0
18211,41,20140101,1,1,2014-01-01 00:00:00,-1.76,1.99,1
18211,555,20140101,1,1,2014-01-01 00:00:00,0.48,7.98,2
18211,580,20140601,1,1,2014-06-01 00:00:00,-0.75,0,0
18212,12,20140301,1,1,2014-03-01 00:00:00,11.24,19.99,1
18212,15,20140701,1,1,2014-07-01 00:00:00,1.25,0,0
18212,20,20140801,1,1,2014-08-01 00:00:00,-6.25,0,0
18212,26,20140401,1,1,2014-04-01 00:00:00,3.25,0,0
18212,33,20140301,1,1,2014-03-01 00:00:00,1.25,0,0
18212,33,20140501,1,1,2014-05-01 00:00:00,11.25,0,0
18212,35,20140601,1,1,2014-06-01 00:00:00,4.24,12.99,1
18212,37,20140201,1,1,2014-02-01 00:00:00,19.49,36.99,2
18212,38,20140301,1,1,2014-03-01 00:00:00,4.24,12.99,1
18212,39,20140601,1,1,2014-06-01 00:00:00,-1,34,4
18212,40,20140101,1,1,2014-01-01 00:00:00,5.25,0,0
18212,501,20140301,1,1,2014-03-01 00:00:00,17.49,34.99,2
18212,507,20140301,1,1,2014-03-01 00:00:00,11.24,19.99,1
18212,507,20140501,1,1,2014-05-01 00:00:00,16.24,24.99,1
18212,511,20140801,1,1,2014-08-01 00:00:00,8.24,16.99,1
18212,526,20140701,1,1,2014-07-01 00:00:00,8.24,16.99,1
18212,528,20140201,1,1,2014-02-01 00:00:00,11.24,19.99,1
18212,541,20140301,1,1,2014-03-01 00:00:00,11.25,0,0
18212,544,20140601,1,1,2014-06-01 00:00:00,16.48,33.98,2
18212,554,20140101,1,1,2014-01-01 00:00:00,11.24,19.99,1
18214,3,20140101,1,1,2014-01-01 00:00:00,-27.99,-49.99,-1
18214,5,20140601,1,1,2014-06-01 00:00:00,7.99,29.99,1
18214,11,20140401,1,1,2014-04-01 00:00:00,22.99,44.99,1
18214,13,20140701,1,1,2014-07-01 00:00:00,81.96,169.96,4
18214,28,20140501,1,1,2014-05-01 00:00:00,-17.99,-39.99,-1
18214,31,20140301,1,1,2014-03-01 00:00:00,45.98,89.98,2
18214,32,20140201,1,1,2014-02-01 00:00:00,15.99,29.99,1
18214,34,20140401,1,1,2014-04-01 00:00:00,7.99,29.99,1
18214,37,20140401,1,1,2014-04-01 00:00:00,8,0,0
18214,37,20140501,1,1,2014-05-01 00:00:00,17.99,39.99,1
18214,38,20140101,1,1,2014-01-01 00:00:00,8,0,0
18214,39,20140301,1,1,2014-03-01 00:00:00,69.22,157.22,4
18214,536,20140301,1,1,2014-03-01 00:00:00,17.99,39.99,1
18214,547,20140301,1,1,2014-03-01 00:00:00,27.99,49.99,1
18214,550,20140601,1,1,2014-06-01 00:00:00,37.99,59.99,1
18214,558,20140201,1,1,2014-02-01 00:00:00,17.99,39.99,1
18214,579,20140601,1,1,2014-06-01 00:00:00,13,0,0
18215,5,20140101,1,1,2014-01-01 00:00:00,3.25,0,0
18215,18,20140701,1,1,2014-07-01 00:00:00,2.24,5.99,1
18215,19,20140301,1,1,2014-03-01 00:00:00,4.24,7.99,1
18215,28,20140501,1,1,2014-05-01 00:00:00,2.24,5.99,1
18215,38,20140301,1,1,2014-03-01 00:00:00,2.24,5.99,1
18216,3,20140601,1,1,2014-06-01 00:00:00,3.48,5.98,2
18216,5,20140301,1,1,2014-03-01 00:00:00,1.48,3.98,2
18216,5,20140601,1,1,2014-06-01 00:00:00,2.74,3.99,1
18216,7,20140101,1,1,2014-01-01 00:00:00,0.74,1.99,1
18216,8,20140301,1,1,2014-03-01 00:00:00,10.71,16.96,5
18216,19,20140201,1,1,2014-02-01 00:00:00,-0.25,0,0
18216,20,20140501,1,1,2014-05-01 00:00:00,7.99,15.49,6
18216,23,20140501,1,1,2014-05-01 00:00:00,-0.56,0.69,1
18216,28,20140301,1,1,2014-03-01 00:00:00,2.48,4.98,2
18216,28,20140601,1,1,2014-06-01 00:00:00,1.75,0,0
18216,32,20140401,1,1,2014-04-01 00:00:00,-1.75,0,0
18216,35,20140601,1,1,2014-06-01 00:00:00,8.23,14.48,5
18216,38,20140401,1,1,2014-04-01 00:00:00,1.74,2.99,1
18216,38,20140501,1,1,2014-05-01 00:00:00,1.74,2.99,1
18216,39,20140101,1,1,2014-01-01 00:00:00,-0.26,0.99,1
18216,39,20140201,1,1,2014-02-01 00:00:00,0.75,0,0
18216,507,20140401,1,1,2014-04-01 00:00:00,5.49,4.99,1
18217,3,20140101,1,1,2014-01-01 00:00:00,2.75,0,0
18217,5,20140401,1,1,2014-04-01 00:00:00,-1.28,2.47,3
18217,5,20140501,1,1,2014-05-01 00:00:00,0.24,1.49,1
18217,8,20140401,1,1,2014-04-01 00:00:00,1.48,3.98,2
18217,13,20140701,1,1,2014-07-01 00:00:00,0.24,1.99,1
18217,22,20140501,1,1,2014-05-01 00:00:00,0.75,0,0
18217,25,20140301,1,1,2014-03-01 00:00:00,0.54,1.79,1
18217,25,20140501,1,1,2014-05-01 00:00:00,0.28,2.78,2
18217,28,20140301,1,1,2014-03-01 00:00:00,-0.26,0.99,1
18217,28,20140601,1,1,2014-06-01 00:00:00,1.74,2.99,1
18217,31,20140401,1,1,2014-04-01 00:00:00,-0.02,2.48,2
18217,32,20140201,1,1,2014-02-01 00:00:00,0.54,1.79,1
18217,37,20140501,1,1,2014-05-01 00:00:00,2.5,0,0
18217,39,20140701,1,1,2014-07-01 00:00:00,2.73,6.48,3
18217,40,20140401,1,1,2014-04-01 00:00:00,1.46,6.46,4
18218,28,20140101,1,1,2014-01-01 00:00:00,19.96,34.96,4
18218,32,20140601,1,1,2014-06-01 00:00:00,8.48,15.98,2
18218,33,20140401,1,1,2014-04-01 00:00:00,9.49,9.99,1
18218,41,20140701,1,1,2014-07-01 00:00:00,18.96,33.96,4
18218,510,20140101,1,1,2014-01-01 00:00:00,7.75,0,0
18218,518,20140401,1,1,2014-04-01 00:00:00,6.24,9.99,1
18218,528,20140801,1,1,2014-08-01 00:00:00,2.24,5.99,1
18218,560,20140801,1,1,2014-08-01 00:00:00,6.24,9.99,1
18219,5,20140301,1,1,2014-03-01 00:00:00,2.28,4.78,2
18219,11,20140701,1,1,2014-07-01 00:00:00,1.74,2.99,1
18219,12,20140301,1,1,2014-03-01 00:00:00,3.74,4.99,1
18219,13,20140201,1,1,2014-02-01 00:00:00,1.75,0,0
18219,32,20140401,1,1,2014-04-01 00:00:00,1.74,2.99,1
18219,32,20140601,1,1,2014-06-01 00:00:00,5.49,3.99,1
18219,33,20140101,1,1,2014-01-01 00:00:00,2.75,0,0
18220,6,20140201,1,1,2014-02-01 00:00:00,11.24,19.99,1
18220,8,20140201,1,1,2014-02-01 00:00:00,4.24,12.99,1
18220,36,20140701,1,1,2014-07-01 00:00:00,4.24,12.99,1
18221,23,20140601,1,1,2014-06-01 00:00:00,1.25,0,0
18221,35,20140701,1,1,2014-07-01 00:00:00,2.5,0,0
18221,38,20140701,1,1,2014-07-01 00:00:00,4.24,7.99,1
18221,39,20140201,1,1,2014-02-01 00:00:00,2.24,5.99,1
18221,542,20140201,1,1,2014-02-01 00:00:00,1.25,0,0
18222,33,20140201,1,1,2014-02-01 00:00:00,11.25,0,0
18223,8,20140301,1,1,2014-03-01 00:00:00,10.48,17.98,2
18223,18,20140601,1,1,2014-06-01 00:00:00,6.24,9.99,1
18223,19,20140501,1,1,2014-05-01 00:00:00,6.24,9.99,1
18223,25,20140301,1,1,2014-03-01 00:00:00,2.24,5.99,1
18223,31,20140501,1,1,2014-05-01 00:00:00,4.24,7.99,1
18223,37,20140201,1,1,2014-02-01 00:00:00,6.74,7.99,1
18223,37,20140301,1,1,2014-03-01 00:00:00,4.24,7.99,1
18223,501,20140301,1,1,2014-03-01 00:00:00,6.24,9.99,1
18224,2,20140101,1,1,2014-01-01 00:00:00,11.25,0,0
18224,33,20140201,1,1,2014-02-01 00:00:00,42.5,0,0
18224,35,20140701,1,1,2014-07-01 00:00:00,31.24,49.99,1
18226,35,20140801,1,1,2014-08-01 00:00:00,15.39,29.99,1
18227,12,20140301,1,1,2014-03-01 00:00:00,236.11,299.99,1
18227,27,20140201,1,1,2014-02-01 00:00:00,56.11,119.99,1
18228,15,20140601,1,1,2014-06-01 00:00:00,6.24,14.99,1
18228,19,20140301,1,1,2014-03-01 00:00:00,11.24,19.99,1
18228,23,20140601,1,1,2014-06-01 00:00:00,-6.24,-14.99,-1
18228,26,20140501,1,1,2014-05-01 00:00:00,4.24,12.99,1
18228,38,20140301,1,1,2014-03-01 00:00:00,6.24,14.99,1
18228,501,20140301,1,1,2014-03-01 00:00:00,12.72,38.97,3
18228,542,20140701,1,1,2014-07-01 00:00:00,3.25,0,0
18228,548,20140501,1,1,2014-05-01 00:00:00,6.24,14.99,1
18228,557,20140501,1,1,2014-05-01 00:00:00,4.24,12.99,1
18228,558,20140601,1,1,2014-06-01 00:00:00,6.24,14.99,1
18229,10,20140301,1,1,2014-03-01 00:00:00,2.74,3.99,1
18229,11,20140301,1,1,2014-03-01 00:00:00,2.74,3.99,1
18229,19,20140301,1,1,2014-03-01 00:00:00,14.94,22.44,6
18229,28,20140401,1,1,2014-04-01 00:00:00,-0.01,1.49,1
18229,36,20140701,1,1,2014-07-01 00:00:00,-0.75,0,0
18229,37,20140301,1,1,2014-03-01 00:00:00,2.24,3.49,1
18229,39,20140301,2,2,2014-03-01 00:00:00,8.97,11.97,3
18230,3,20140501,1,1,2014-05-01 00:00:00,1.74,2.99,1
18230,4,20140601,1,1,2014-06-01 00:00:00,3.74,4.99,1
18230,7,20140601,1,1,2014-06-01 00:00:00,1.74,2.99,1
18230,12,20140301,1,1,2014-03-01 00:00:00,-0.25,0,0
18230,12,20140601,1,1,2014-06-01 00:00:00,3.74,4.99,1
18230,13,20140601,1,1,2014-06-01 00:00:00,1.24,2.49,1
18230,16,20140201,1,1,2014-02-01 00:00:00,5.48,7.98,2
18230,18,20140301,1,1,2014-03-01 00:00:00,1.74,2.99,1
18230,18,20140401,1,1,2014-04-01 00:00:00,2.74,3.99,1
18230,19,20140201,1,1,2014-02-01 00:00:00,9.23,9.98,2
18230,25,20140101,1,1,2014-01-01 00:00:00,3.74,4.99,1
18230,27,20140401,1,1,2014-04-01 00:00:00,3.74,4.99,1
18230,32,20140501,1,1,2014-05-01 00:00:00,4.49,3.99,1
18230,32,20140701,1,1,2014-07-01 00:00:00,3.5,0,0
18230,35,20140501,1,1,2014-05-01 00:00:00,3.48,5.98,2
18230,35,20140701,1,1,2014-07-01 00:00:00,8.99,13.99,4
18230,38,20140301,1,1,2014-03-01 00:00:00,-3.74,-4.99,-1
18230,38,20140501,1,1,2014-05-01 00:00:00,4.48,6.98,2
18230,40,20140401,1,1,2014-04-01 00:00:00,3.74,4.99,1
18230,506,20140501,1,1,2014-05-01 00:00:00,1.74,2.99,1
